NBI_Gossypium_hirsutum_v1.1	Zea_mays.B73_RefGen_v4_OMA	OMA_mapping	OMA_groups
Gh_D11G2904	Zm00001d024210	n:m	NA
Gh_D11G2905	Zm00001d024210	n:m	NA
Gh_D13G1503	Zm00001d024210	n:m	NA
Gh_D11G3402	Zm00001d024210	n:m	NA
Gh_D11G3403	Zm00001d024210	n:m	NA
Gh_Sca004907G01	Zm00001d024210	n:m	NA
Gh_Sca006672G01	Zm00001d024210	n:m	NA
Gh_A04G1289	Zm00001d024210	n:m	NA
Gh_A04G1295	Zm00001d024210	n:m	NA
Gh_A04G1296	Zm00001d024210	n:m	NA
Gh_A01G0555	Zm00001d024211	n:m	NA
Gh_A01G1712	Zm00001d024211	n:m	NA
Gh_A11G2538	Zm00001d024211	n:m	NA
Gh_A11G2542	Zm00001d024211	n:m	NA
Gh_A11G2543	Zm00001d024211	n:m	NA
Gh_A13G1207	Zm00001d024211	n:m	NA
Gh_D05G3504	Zm00001d024211	n:m	NA
Gh_D05G3506	Zm00001d024211	n:m	NA
Gh_D05G3507	Zm00001d024211	n:m	NA
Gh_D05G3508	Zm00001d024211	n:m	NA
Gh_D11G2891	Zm00001d024211	n:m	NA
Gh_D11G2892	Zm00001d024211	n:m	NA
Gh_D11G2893	Zm00001d024211	n:m	NA
Gh_D11G2896	Zm00001d024211	n:m	NA
Gh_D11G2897	Zm00001d024211	n:m	NA
Gh_D11G2902	Zm00001d024211	n:m	NA
Gh_D11G2904	Zm00001d024211	n:m	NA
Gh_D11G2905	Zm00001d024211	n:m	NA
Gh_D13G1503	Zm00001d024211	n:m	NA
Gh_D11G3402	Zm00001d024211	n:m	NA
Gh_D11G3403	Zm00001d024211	n:m	NA
Gh_Sca004907G01	Zm00001d024211	n:m	NA
Gh_Sca006672G01	Zm00001d024211	n:m	NA
Gh_A04G1289	Zm00001d024211	n:m	NA
Gh_A04G1295	Zm00001d024211	n:m	NA
Gh_A04G1296	Zm00001d024211	n:m	NA
Gh_A12G1248	Zm00001d024212	n:m	NA
Gh_A13G0491	Zm00001d024212	n:m	NA
Gh_D12G1375	Zm00001d024212	n:m	NA
Gh_A04G0209	Zm00001d024213	n:m	NA
Gh_A11G2547	Zm00001d024222	n:m	NA
Gh_A13G1211	Zm00001d024222	n:m	NA
Gh_D11G2909	Zm00001d024222	n:m	NA
Gh_A03G1435	Zm00001d024225	n:m	NA
Gh_D02G1894	Zm00001d024225	n:m	NA
Gh_A08G1872	Zm00001d024230	n:m	NA
Gh_A11G2393	Zm00001d024230	n:m	NA
Gh_D01G0824	Zm00001d024230	n:m	NA
Gh_D08G2234	Zm00001d024230	n:m	NA
Gh_D11G2708	Zm00001d024230	n:m	NA
Gh_A05G2364	Zm00001d024231	n:m	NA
Gh_D05G2629	Zm00001d024231	n:m	NA
Gh_A11G2577	Zm00001d024234	1:01	NA
Gh_A05G1459	Zm00001d024239	n:m	NA
Gh_D05G1633	Zm00001d024239	n:m	NA
Gh_D09G0667	Zm00001d024239	n:m	NA
Gh_D10G0123	Zm00001d024239	n:m	NA
Gh_A05G1395	Zm00001d024243	1:m	NA
Gh_A06G1770	Zm00001d024245	1:m	NA
Gh_D06G1635	Zm00001d024245	1:m	NA
Gh_D06G2208	Zm00001d024245	1:m	NA
Gh_A05G3290	Zm00001d024248	1:m	NA
Gh_A09G0739	Zm00001d024270	n:m	NA
Gh_D04G0255	Zm00001d024272	n:m	NA
Gh_D01G0787	Zm00001d024291	1:m	NA
Gh_D09G0732	Zm00001d024291	1:m	NA
Gh_D07G1893	Zm00001d024292	1:m	NA
Gh_A10G0799	Zm00001d024294	1:m	NA
Gh_A12G1315	Zm00001d024294	1:m	NA
Gh_D01G0816	Zm00001d024294	1:m	NA
Gh_D03G0390	Zm00001d024294	1:m	NA
Gh_D06G1680	Zm00001d024294	1:m	NA
Gh_D12G0798	Zm00001d024294	1:m	NA
Gh_D12G1439	Zm00001d024294	1:m	NA
Gh_D13G1372	Zm00001d024294	1:m	NA
Gh_D09G2270	Zm00001d024298	1:m	NA
Gh_D02G2374	Zm00001d024300	n:m	NA
Gh_D12G0439	Zm00001d024300	n:m	NA
Gh_A01G1017	Zm00001d024301	n:m	NA
Gh_A12G0447	Zm00001d024301	n:m	NA
Gh_D01G1074	Zm00001d024301	n:m	NA
Gh_A03G1938	Zm00001d024307	n:m	NA
Gh_A12G0444	Zm00001d024307	n:m	NA
Gh_D07G0819	Zm00001d024308	1:01	NA
Gh_A01G1566	Zm00001d024310	n:m	NA
Gh_A07G1287	Zm00001d024313	n:m	NA
Gh_A11G0837	Zm00001d024313	n:m	NA
Gh_A12G0957	Zm00001d024313	n:m	NA
Gh_D07G1401	Zm00001d024313	n:m	NA
Gh_D08G1422	Zm00001d024313	n:m	NA
Gh_D11G0980	Zm00001d024313	n:m	NA
Gh_A11G1873	Zm00001d024314	1:m	NA
Gh_D11G2098	Zm00001d024314	1:m	NA
Gh_A05G2843	Zm00001d024317	1:m	NA
Gh_D08G2368	Zm00001d024319	n:m	NA
Gh_D13G0385	Zm00001d024321	1:01	NA
Gh_D05G0761	Zm00001d024322	1:m	NA
Gh_D13G1329	Zm00001d024327	n:m	NA
Gh_A05G1575	Zm00001d024330	1:m	NA
Gh_D05G1753	Zm00001d024330	1:m	NA
Gh_A05G0542	Zm00001d024338	n:m	NA
Gh_D05G3917	Zm00001d024338	n:m	NA
Gh_A10G0010	Zm00001d024339	n:m	NA
Gh_D10G0012	Zm00001d024339	n:m	NA
Gh_A02G0229	Zm00001d024342	n:m	NA
Gh_A03G0814	Zm00001d024342	n:m	NA
Gh_A09G1827	Zm00001d024342	n:m	NA
Gh_D02G0294	Zm00001d024342	n:m	NA
Gh_D02G1234	Zm00001d024342	n:m	NA
Gh_D05G3140	Zm00001d024342	n:m	NA
Gh_D09G1948	Zm00001d024342	n:m	NA
Gh_A13G1814	Zm00001d024343	1:m	NA
Gh_D13G2179	Zm00001d024343	1:m	NA
Gh_D05G0029	Zm00001d024348	n:m	NA
Gh_A05G4023	Zm00001d024348	n:m	NA
Gh_A05G2390	Zm00001d024352	n:m	NA
Gh_D05G0044	Zm00001d024352	n:m	NA
Gh_D05G0045	Zm00001d024352	n:m	NA
Gh_A05G4024	Zm00001d024352	n:m	NA
Gh_Sca005111G01	Zm00001d024352	n:m	NA
Gh_Sca005111G02	Zm00001d024352	n:m	NA
Gh_A10G0022	Zm00001d024357	1:m	NA
Gh_A01G0555	Zm00001d024359	n:m	NA
Gh_A01G1712	Zm00001d024359	n:m	NA
Gh_A11G2271	Zm00001d024359	n:m	NA
Gh_A11G2538	Zm00001d024359	n:m	NA
Gh_A11G2542	Zm00001d024359	n:m	NA
Gh_A11G2543	Zm00001d024359	n:m	NA
Gh_A13G1207	Zm00001d024359	n:m	NA
Gh_D05G3504	Zm00001d024359	n:m	NA
Gh_D05G3506	Zm00001d024359	n:m	NA
Gh_D05G3507	Zm00001d024359	n:m	NA
Gh_D05G3508	Zm00001d024359	n:m	NA
Gh_D11G2891	Zm00001d024359	n:m	NA
Gh_D11G2892	Zm00001d024359	n:m	NA
Gh_D11G2893	Zm00001d024359	n:m	NA
Gh_D11G2896	Zm00001d024359	n:m	NA
Gh_D11G2897	Zm00001d024359	n:m	NA
Gh_D11G2902	Zm00001d024359	n:m	NA
Gh_D11G2904	Zm00001d024359	n:m	NA
Gh_D11G2905	Zm00001d024359	n:m	NA
Gh_D13G1503	Zm00001d024359	n:m	NA
Gh_D11G3402	Zm00001d024359	n:m	NA
Gh_D11G3403	Zm00001d024359	n:m	NA
Gh_Sca004907G01	Zm00001d024359	n:m	NA
Gh_Sca006672G01	Zm00001d024359	n:m	NA
Gh_A04G1289	Zm00001d024359	n:m	NA
Gh_A04G1296	Zm00001d024359	n:m	NA
Gh_A02G0932	Zm00001d024364	n:m	NA
Gh_A10G0024	Zm00001d024364	n:m	NA
Gh_D05G1084	Zm00001d024364	n:m	NA
Gh_D10G0026	Zm00001d024364	n:m	NA
Gh_A06G2107	Zm00001d024364	n:m	NA
Gh_D02G2403	Zm00001d024364	n:m	NA
Gh_A10G0025	Zm00001d024365	1:m	NA
Gh_A07G1079	Zm00001d024373	n:m	NA
Gh_A08G0088	Zm00001d024373	n:m	NA
Gh_D07G1177	Zm00001d024373	n:m	NA
Gh_D08G0129	Zm00001d024373	n:m	NA
Gh_D09G1030	Zm00001d024373	n:m	NA
Gh_D09G1031	Zm00001d024373	n:m	NA
Gh_D13G2297	Zm00001d024373	n:m	NA
Gh_D03G0226	Zm00001d024376	1:01	NA
Gh_A05G1275	Zm00001d024378	n:m	NA
Gh_D05G1444	Zm00001d024378	n:m	NA
Gh_A04G1097	Zm00001d024389	n:m	NA
Gh_Sca004866G03	Zm00001d024389	n:m	NA
Gh_A09G0348	Zm00001d024396	1:01	NA
Gh_D06G1557	Zm00001d024408	1:01	NA
Gh_A08G0790	Zm00001d024409	1:m	NA
Gh_A08G0201	Zm00001d024412	n:m	NA
Gh_A05G3999	Zm00001d024412	n:m	NA
Gh_D05G3936	Zm00001d024412	n:m	NA
Gh_A08G0758	Zm00001d024416	1:m	NA
Gh_A08G0760	Zm00001d024420	1:m	NA
Gh_D01G1879	Zm00001d024421	n:m	NA
Gh_A01G0605	Zm00001d024423	n:m	NA
Gh_D01G0617	Zm00001d024423	n:m	NA
Gh_A13G2318	Zm00001d024424	1:m	NA
Gh_A05G2109	Zm00001d024425	n:m	NA
Gh_A06G0995	Zm00001d024425	n:m	NA
Gh_D05G2360	Zm00001d024425	n:m	NA
Gh_D06G1184	Zm00001d024430	n:m	NA
Gh_D06G0909	Zm00001d024431	1:m	NA
Gh_D09G0036	Zm00001d024462	1:m	NA
Gh_D09G0154	Zm00001d024463	1:m	NA
Gh_D12G1643	Zm00001d024464	1:m	NA
Gh_A07G0263	Zm00001d024470	n:m	NA
Gh_A01G0555	Zm00001d024477	n:m	NA
Gh_A01G1712	Zm00001d024477	n:m	NA
Gh_A11G2271	Zm00001d024477	n:m	NA
Gh_A11G2538	Zm00001d024477	n:m	NA
Gh_A11G2542	Zm00001d024477	n:m	NA
Gh_A11G2543	Zm00001d024477	n:m	NA
Gh_A13G1207	Zm00001d024477	n:m	NA
Gh_D05G3504	Zm00001d024477	n:m	NA
Gh_D05G3506	Zm00001d024477	n:m	NA
Gh_D05G3507	Zm00001d024477	n:m	NA
Gh_D05G3508	Zm00001d024477	n:m	NA
Gh_D11G2891	Zm00001d024477	n:m	NA
Gh_D11G2892	Zm00001d024477	n:m	NA
Gh_D11G2893	Zm00001d024477	n:m	NA
Gh_D11G2896	Zm00001d024477	n:m	NA
Gh_D11G2897	Zm00001d024477	n:m	NA
Gh_D11G2902	Zm00001d024477	n:m	NA
Gh_D11G2904	Zm00001d024477	n:m	NA
Gh_D11G2905	Zm00001d024477	n:m	NA
Gh_D13G1503	Zm00001d024477	n:m	NA
Gh_D11G3402	Zm00001d024477	n:m	NA
Gh_D11G3403	Zm00001d024477	n:m	NA
Gh_Sca004907G01	Zm00001d024477	n:m	NA
Gh_Sca006672G01	Zm00001d024477	n:m	NA
Gh_A04G1289	Zm00001d024477	n:m	NA
Gh_A04G1295	Zm00001d024477	n:m	NA
Gh_A04G1296	Zm00001d024477	n:m	NA
Gh_A01G0555	Zm00001d024478	n:m	NA
Gh_A01G1712	Zm00001d024478	n:m	NA
Gh_A11G2271	Zm00001d024478	n:m	NA
Gh_A11G2538	Zm00001d024478	n:m	NA
Gh_A11G2542	Zm00001d024478	n:m	NA
Gh_A11G2543	Zm00001d024478	n:m	NA
Gh_A13G1207	Zm00001d024478	n:m	NA
Gh_D05G3506	Zm00001d024478	n:m	NA
Gh_D05G3507	Zm00001d024478	n:m	NA
Gh_D05G3508	Zm00001d024478	n:m	NA
Gh_D11G2891	Zm00001d024478	n:m	NA
Gh_D11G2892	Zm00001d024478	n:m	NA
Gh_D11G2893	Zm00001d024478	n:m	NA
Gh_D11G2896	Zm00001d024478	n:m	NA
Gh_D11G2897	Zm00001d024478	n:m	NA
Gh_D11G2902	Zm00001d024478	n:m	NA
Gh_D11G2904	Zm00001d024478	n:m	NA
Gh_D11G2905	Zm00001d024478	n:m	NA
Gh_D13G1503	Zm00001d024478	n:m	NA
Gh_D11G3402	Zm00001d024478	n:m	NA
Gh_D11G3403	Zm00001d024478	n:m	NA
Gh_Sca004907G01	Zm00001d024478	n:m	NA
Gh_Sca006672G01	Zm00001d024478	n:m	NA
Gh_A04G1289	Zm00001d024478	n:m	NA
Gh_A04G1295	Zm00001d024478	n:m	NA
Gh_A04G1296	Zm00001d024478	n:m	NA
Gh_A01G0555	Zm00001d024481	n:m	NA
Gh_A01G1712	Zm00001d024481	n:m	NA
Gh_A11G2271	Zm00001d024481	n:m	NA
Gh_A11G2538	Zm00001d024481	n:m	NA
Gh_A11G2542	Zm00001d024481	n:m	NA
Gh_A11G2543	Zm00001d024481	n:m	NA
Gh_D05G3504	Zm00001d024481	n:m	NA
Gh_D05G3506	Zm00001d024481	n:m	NA
Gh_D05G3507	Zm00001d024481	n:m	NA
Gh_D05G3508	Zm00001d024481	n:m	NA
Gh_D11G2891	Zm00001d024481	n:m	NA
Gh_D11G2892	Zm00001d024481	n:m	NA
Gh_D11G2893	Zm00001d024481	n:m	NA
Gh_D11G2896	Zm00001d024481	n:m	NA
Gh_D11G2897	Zm00001d024481	n:m	NA
Gh_D11G2902	Zm00001d024481	n:m	NA
Gh_D11G2904	Zm00001d024481	n:m	NA
Gh_D11G2905	Zm00001d024481	n:m	NA
Gh_D13G1503	Zm00001d024481	n:m	NA
Gh_D11G3402	Zm00001d024481	n:m	NA
Gh_D11G3403	Zm00001d024481	n:m	NA
Gh_Sca004907G01	Zm00001d024481	n:m	NA
Gh_Sca006672G01	Zm00001d024481	n:m	NA
Gh_A04G1289	Zm00001d024481	n:m	NA
Gh_A04G1295	Zm00001d024481	n:m	NA
Gh_A04G1296	Zm00001d024481	n:m	NA
Gh_A01G0555	Zm00001d024486	n:m	NA
Gh_A01G1712	Zm00001d024486	n:m	NA
Gh_A11G2271	Zm00001d024486	n:m	NA
Gh_A11G2538	Zm00001d024486	n:m	NA
Gh_A11G2542	Zm00001d024486	n:m	NA
Gh_A11G2543	Zm00001d024486	n:m	NA
Gh_A13G1207	Zm00001d024486	n:m	NA
Gh_D05G3504	Zm00001d024486	n:m	NA
Gh_D05G3506	Zm00001d024486	n:m	NA
Gh_D05G3507	Zm00001d024486	n:m	NA
Gh_D05G3508	Zm00001d024486	n:m	NA
Gh_D11G2891	Zm00001d024486	n:m	NA
Gh_D11G2893	Zm00001d024486	n:m	NA
Gh_D11G2896	Zm00001d024486	n:m	NA
Gh_D11G2897	Zm00001d024486	n:m	NA
Gh_D11G2902	Zm00001d024486	n:m	NA
Gh_D11G2904	Zm00001d024486	n:m	NA
Gh_D11G2905	Zm00001d024486	n:m	NA
Gh_D13G1503	Zm00001d024486	n:m	NA
Gh_D11G3402	Zm00001d024486	n:m	NA
Gh_D11G3403	Zm00001d024486	n:m	NA
Gh_Sca004907G01	Zm00001d024486	n:m	NA
Gh_Sca006672G01	Zm00001d024486	n:m	NA
Gh_A04G1289	Zm00001d024486	n:m	NA
Gh_A04G1295	Zm00001d024486	n:m	NA
Gh_A04G1296	Zm00001d024486	n:m	NA
Gh_A08G0165	Zm00001d024493	n:m	NA
Gh_D08G0224	Zm00001d024493	n:m	NA
Gh_A08G1350	Zm00001d024497	1:m	NA
Gh_A12G1836	Zm00001d024497	1:m	NA
Gh_D08G1646	Zm00001d024497	1:m	NA
Gh_A11G2690	Zm00001d024499	1:m	NA
Gh_D11G3050	Zm00001d024499	1:m	NA
Gh_A11G3221	Zm00001d024499	1:m	NA
Gh_A05G2480	Zm00001d024500	n:m	NA
Gh_A08G1339	Zm00001d024500	n:m	NA
Gh_A12G1826	Zm00001d024500	n:m	NA
Gh_D05G2753	Zm00001d024500	n:m	NA
Gh_D08G1634	Zm00001d024500	n:m	NA
Gh_D12G1998	Zm00001d024500	n:m	NA
Gh_A11G2019	Zm00001d024507	n:m	NA
Gh_D11G2299	Zm00001d024507	n:m	NA
Gh_D08G2692	Zm00001d024507	n:m	NA
Gh_A08G1360	Zm00001d024510	n:m	NA
Gh_D08G1656	Zm00001d024510	n:m	NA
Gh_D12G2026	Zm00001d024510	n:m	NA
Gh_D11G3536	Zm00001d024510	n:m	NA
Gh_A05G0295	Zm00001d024511	n:m	NA
Gh_A07G0135	Zm00001d024511	n:m	NA
Gh_D07G2396	Zm00001d024511	n:m	NA
Gh_A12G1729	Zm00001d024515	n:1	NA
Gh_D04G1657	Zm00001d024516	n:m	NA
Gh_D10G1042	Zm00001d024516	n:m	NA
Gh_A04G1467	Zm00001d024516	n:m	NA
Gh_A11G2718	Zm00001d024518	n:m	NA
Gh_D11G3072	Zm00001d024518	n:m	NA
Gh_D11G3073	Zm00001d024518	n:m	NA
Gh_A12G1829	Zm00001d024519	1:01	NA
Gh_A05G0019	Zm00001d024522	n:m	NA
Gh_A13G1818	Zm00001d024522	n:m	NA
Gh_D13G2183	Zm00001d024522	n:m	NA
Gh_A08G1965	Zm00001d024523	1:m	NA
Gh_A06G0400	Zm00001d024527	1:m	NA
Gh_D05G0093	Zm00001d024527	1:m	NA
Gh_D06G0429	Zm00001d024527	1:m	NA
Gh_A07G1660	Zm00001d024528	n:m	NA
Gh_A11G1442	Zm00001d024528	n:m	NA
Gh_D11G1597	Zm00001d024528	n:m	NA
Gh_A12G1875	Zm00001d024530	1:m	NA
Gh_D12G2050	Zm00001d024530	1:m	NA
Gh_A08G1391	Zm00001d024532	1:m	NA
Gh_D08G1686	Zm00001d024532	1:m	NA
Gh_D12G2056	Zm00001d024532	1:m	NA
Gh_A12G2665	Zm00001d024532	1:m	NA
Gh_D10G2254	Zm00001d024533	1:m	NA
Gh_D11G0298	Zm00001d024534	1:m	NA
Gh_A11G2993	Zm00001d024534	1:m	NA
Gh_D03G1619	Zm00001d024538	1:m	NA
Gh_A08G0933	Zm00001d024540	n:m	NA
Gh_A12G2217	Zm00001d024540	n:m	NA
Gh_D12G2722	Zm00001d024540	n:m	NA
Gh_A07G0546	Zm00001d024541	1:m	NA
Gh_A12G1061	Zm00001d024546	n:m	NA
Gh_A12G1062	Zm00001d024546	n:m	NA
Gh_D11G1068	Zm00001d024546	n:m	NA
Gh_D12G1184	Zm00001d024546	n:m	NA
Gh_D12G1185	Zm00001d024546	n:m	NA
Gh_A03G0163	Zm00001d024568	n:m	NA
Gh_A08G1183	Zm00001d024568	n:m	NA
Gh_A12G0964	Zm00001d024568	n:m	NA
Gh_D03G1422	Zm00001d024568	n:m	NA
Gh_D08G1467	Zm00001d024568	n:m	NA
Gh_D12G1076	Zm00001d024568	n:m	NA
Gh_A12G2676	Zm00001d024568	n:m	NA
Gh_D12G2757	Zm00001d024568	n:m	NA
Gh_A04G1281	Zm00001d024571	n:m	NA
Gh_A09G0158	Zm00001d024571	n:m	NA
Gh_A12G1517	Zm00001d024571	n:m	NA
Gh_D04G1908	Zm00001d024571	n:m	NA
Gh_D09G0150	Zm00001d024571	n:m	NA
Gh_D12G1640	Zm00001d024571	n:m	NA
Gh_D12G1746	Zm00001d024571	n:m	NA
Gh_A03G0512	Zm00001d024572	n:m	NA
Gh_A07G0354	Zm00001d024572	n:m	NA
Gh_D03G1014	Zm00001d024572	n:m	NA
Gh_D07G0416	Zm00001d024572	n:m	NA
Gh_D12G1973	Zm00001d024572	n:m	NA
Gh_A10G1885	Zm00001d024573	1:m	NA
Gh_A08G0056	Zm00001d024575	n:m	NA
Gh_D08G0096	Zm00001d024575	n:m	NA
Gh_D03G0050	Zm00001d024583	1:m	NA
Gh_D11G1737	Zm00001d024583	1:m	NA
Gh_A03G0096	Zm00001d024587	1:m	NA
Gh_A03G0097	Zm00001d024587	1:m	NA
Gh_A08G1541	Zm00001d024587	1:m	NA
Gh_A12G2001	Zm00001d024587	1:m	NA
Gh_D03G1555	Zm00001d024587	1:m	NA
Gh_D08G1842	Zm00001d024587	1:m	NA
Gh_D12G1006	Zm00001d024588	1:m	NA
Gh_A07G0350	Zm00001d024594	n:m	NA
Gh_D07G0412	Zm00001d024594	n:m	NA
Gh_A07G0350	Zm00001d024595	n:m	NA
Gh_D07G0412	Zm00001d024595	n:m	NA
Gh_D12G1196	Zm00001d024596	1:m	NA
Gh_D02G0120	Zm00001d024597	n:m	NA
Gh_D12G2392	Zm00001d024597	n:m	NA
Gh_D12G2717	Zm00001d024597	n:m	NA
Gh_D12G2718	Zm00001d024597	n:m	NA
Gh_D02G1951	Zm00001d024600	1:m	NA
Gh_D08G1152	Zm00001d024601	1:m	NA
Gh_D06G1845	Zm00001d024606	1:m	NA
Gh_D05G1093	Zm00001d024624	n:m	NA
Gh_A08G1188	Zm00001d024631	1:m	NA
Gh_A11G0830	Zm00001d024631	1:m	NA
Gh_D08G1472	Zm00001d024631	1:m	NA
Gh_A11G0832	Zm00001d024632	1:m	NA
Gh_A12G2674	Zm00001d024633	1:m	NA
Gh_A02G1362	Zm00001d024635	n:m	NA
Gh_A12G1970	Zm00001d024640	1:m	NA
Gh_D03G1004	Zm00001d024645	1:m	NA
Gh_A12G1252	Zm00001d024646	1:m	NA
Gh_D01G0159	Zm00001d024646	1:m	NA
Gh_A01G2031	Zm00001d024646	1:m	NA
Gh_D13G1522	Zm00001d024647	1:m	NA
Gh_A10G0211	Zm00001d024661	n:m	NA
Gh_D10G0191	Zm00001d024661	n:m	NA
Gh_A06G2063	Zm00001d024661	n:m	NA
Gh_A01G2034	Zm00001d024664	n:m	NA
Gh_A01G2037	Zm00001d024664	n:m	NA
Gh_D01G0156	Zm00001d024665	n:m	NA
Gh_A01G2034	Zm00001d024665	n:m	NA
Gh_A01G2037	Zm00001d024665	n:m	NA
Gh_A04G1291	Zm00001d024667	1:01	NA
Gh_A01G0555	Zm00001d024669	n:m	NA
Gh_A01G1712	Zm00001d024669	n:m	NA
Gh_A11G2271	Zm00001d024669	n:m	NA
Gh_A11G2538	Zm00001d024669	n:m	NA
Gh_A11G2542	Zm00001d024669	n:m	NA
Gh_A11G2543	Zm00001d024669	n:m	NA
Gh_A13G1207	Zm00001d024669	n:m	NA
Gh_D05G3504	Zm00001d024669	n:m	NA
Gh_D05G3506	Zm00001d024669	n:m	NA
Gh_D05G3507	Zm00001d024669	n:m	NA
Gh_D05G3508	Zm00001d024669	n:m	NA
Gh_D11G2891	Zm00001d024669	n:m	NA
Gh_D11G2892	Zm00001d024669	n:m	NA
Gh_D11G2893	Zm00001d024669	n:m	NA
Gh_D11G2896	Zm00001d024669	n:m	NA
Gh_D11G2897	Zm00001d024669	n:m	NA
Gh_D11G2902	Zm00001d024669	n:m	NA
Gh_D11G2904	Zm00001d024669	n:m	NA
Gh_D11G2905	Zm00001d024669	n:m	NA
Gh_D13G1503	Zm00001d024669	n:m	NA
Gh_D11G3403	Zm00001d024669	n:m	NA
Gh_Sca004907G01	Zm00001d024669	n:m	NA
Gh_Sca006672G01	Zm00001d024669	n:m	NA
Gh_A04G1289	Zm00001d024669	n:m	NA
Gh_A04G1295	Zm00001d024669	n:m	NA
Gh_A04G1296	Zm00001d024669	n:m	NA
Gh_D10G0183	Zm00001d024672	n:m	NA
Gh_D11G2906	Zm00001d024675	1:m	NA
Gh_A12G0391	Zm00001d024677	n:m	NA
Gh_D12G0274	Zm00001d024677	n:m	NA
Gh_A13G2088	Zm00001d024677	n:m	NA
Gh_A13G1205	Zm00001d024678	1:m	NA
Gh_D01G0565	Zm00001d024678	1:m	NA
Gh_D13G1501	Zm00001d024678	1:m	NA
Gh_A11G2537	Zm00001d024679	n:m	NA
Gh_A13G1200	Zm00001d024679	n:m	NA
Gh_D01G0152	Zm00001d024679	n:m	NA
Gh_D01G0575	Zm00001d024679	n:m	NA
Gh_D11G2890	Zm00001d024679	n:m	NA
Gh_D13G1496	Zm00001d024679	n:m	NA
Gh_A01G2041	Zm00001d024679	n:m	NA
Gh_D02G1905	Zm00001d024687	1:m	NA
Gh_A01G1957	Zm00001d024693	1:m	NA
Gh_D01G0393	Zm00001d024693	1:m	NA
Gh_D01G2217	Zm00001d024693	1:m	NA
Gh_D13G1586	Zm00001d024694	1:01	NA
Gh_A01G0363	Zm00001d024697	1:m	NA
Gh_A02G0195	Zm00001d024697	1:m	NA
Gh_D01G2319	Zm00001d024697	1:m	NA
Gh_A13G1198	Zm00001d024698	1:m	NA
Gh_A13G1179	Zm00001d024702	n:m	NA
Gh_D13G1473	Zm00001d024702	n:m	NA
Gh_D02G1075	Zm00001d024703	1:m	NA
Gh_D11G2267	Zm00001d024703	1:m	NA
Gh_D12G1860	Zm00001d024704	1:m	NA
Gh_D06G1702	Zm00001d024706	n:m	NA
Gh_D05G3225	Zm00001d024708	1:m	NA
Gh_D03G0081	Zm00001d024709	1:m	NA
Gh_A12G1014	Zm00001d024712	1:m	NA
Gh_D12G2085	Zm00001d024715	1:m	NA
Gh_D11G1134	Zm00001d024718	1:m	NA
Gh_D07G1281	Zm00001d024723	1:m	NA
Gh_A02G0554	Zm00001d024732	n:m	NA
Gh_A07G1188	Zm00001d024732	n:m	NA
Gh_A12G1105	Zm00001d024732	n:m	NA
Gh_D02G0618	Zm00001d024732	n:m	NA
Gh_D07G1289	Zm00001d024732	n:m	NA
Gh_D08G0447	Zm00001d024732	n:m	NA
Gh_Sca009376G01	Zm00001d024732	n:m	NA
Gh_A08G0345	Zm00001d024750	n:m	NA
Gh_A08G0347	Zm00001d024750	n:m	NA
Gh_D08G0441	Zm00001d024750	n:m	NA
Gh_D08G0442	Zm00001d024750	n:m	NA
Gh_D08G0443	Zm00001d024750	n:m	NA
Gh_A08G0345	Zm00001d024753	n:m	NA
Gh_A08G0347	Zm00001d024753	n:m	NA
Gh_D08G0441	Zm00001d024753	n:m	NA
Gh_D08G0442	Zm00001d024753	n:m	NA
Gh_D08G0443	Zm00001d024753	n:m	NA
Gh_A07G1193	Zm00001d024754	n:m	NA
Gh_A08G1067	Zm00001d024754	n:m	NA
Gh_A11G0966	Zm00001d024754	n:m	NA
Gh_A12G1098	Zm00001d024754	n:m	NA
Gh_D08G1348	Zm00001d024754	n:m	NA
Gh_D11G1117	Zm00001d024754	n:m	NA
Gh_D12G1222	Zm00001d024754	n:m	NA
Gh_A02G0580	Zm00001d024755	n:m	NA
Gh_A07G1197	Zm00001d024755	n:m	NA
Gh_A08G0327	Zm00001d024755	n:m	NA
Gh_A12G1095	Zm00001d024755	n:m	NA
Gh_D02G0638	Zm00001d024755	n:m	NA
Gh_D07G1297	Zm00001d024755	n:m	NA
Gh_D08G0424	Zm00001d024755	n:m	NA
Gh_D12G1219	Zm00001d024755	n:m	NA
Gh_A13G2288	Zm00001d024756	n:m	NA
Gh_A11G0945	Zm00001d024759	1:m	NA
Gh_A06G1594	Zm00001d024762	n:m	NA
Gh_D06G1948	Zm00001d024762	n:m	NA
Gh_D09G0655	Zm00001d024762	n:m	NA
Gh_A11G0948	Zm00001d024763	n:m	NA
Gh_D11G1093	Zm00001d024763	n:m	NA
Gh_A03G1929	Zm00001d024764	n:m	NA
Gh_D02G2368	Zm00001d024764	n:m	NA
Gh_A08G1809	Zm00001d024767	n:m	NA
Gh_A02G0603	Zm00001d024771	n:m	NA
Gh_D02G0660	Zm00001d024771	n:m	NA
Gh_D01G0240	Zm00001d024772	n:m	NA
Gh_D13G1917	Zm00001d024778	n:m	NA
Gh_A05G0610	Zm00001d024787	n:m	NA
Gh_A13G1890	Zm00001d024787	n:m	NA
Gh_D05G0741	Zm00001d024787	n:m	NA
Gh_D09G1058	Zm00001d024787	n:m	NA
Gh_D13G2277	Zm00001d024787	n:m	NA
Gh_A10G2104	Zm00001d024795	n:m	NA
